Id,File No.,Permit Code,Ranking No,New Permit No,APPLICANT NAME,POSTAL ADDRESS,Email,Tell 1,Tell 2,Region,DISTRICT,WARD,STREET/VILLAGE,Source,Source Name,Purpose Description (Water Use),Water Use Category,Approved (l/s),Requested Amount (l/s),Source Capacity (l/s),Amount  returned (l/s),Latitude (Decimal degree),Longitude (Decimal degree),Intake GPS Location Name,Application Date,Permit History,Permit Type,Permit Activity,Issue Date,Permit Duration (Days),Expire Date,Permit Validity Period,Permit Status,Review No,Permit Review 1 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Permit Review 3 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Pangani Mainstem,WUA,
3625,906,1110,906,1110906,EDIAEE LORD,"P.O.Box 63, Lushoto",,,,Tanga,LUSHOTO,,Mkuzi,River,MKULI  ,DOMESTIC & IRRIGATION,Irrigation,0.05,,,,,,Mkuzi,17-Aug-57,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Umba,umba,
2818,11102519,1110,2519,11102519,MAWENI LIMESTONE LIMITED,"P.O. BOX 212, TANGA",simonkikota@huaxincem.com,2.55658E+11,,tanga,TANGA,,KANGE,River,MKULUMUZI,Large Scale Industry,Industry and Business,23.15,,,,,,KANGE,21-Dec-21,New,Water Use Permit,Active,2-Jan-21,1826.25,2-Jan-26,321.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,,
1712,1595,1110,1595,11101595,TANZANIA SISAL CORPORATION,,,,,Tanga,TANGA,,,River,MKULUMUZI ,INDUSTRIAL,Industry and Business,18.04,,,,,,0,25-Jan-71,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkulumuzi,zigi chini,
1718,1598,1110,1598,11101598,TANZANIA SISAL CORPORATION,,,,,Tanga,TANGA,,,River,MKULUMUZI ,INDUSTRIAL,Industry and Business,35.2,,,,,,0,25-Jan-71,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkulumuzi,zigi chini,
1881,1734,1110,1734,11101734,MUHEZA & MKUMBI LTD,,,,,Tanga,TANGA,,,RIVER,MKULUMUZI ,DOMESTIC,Domestic,0.176,,,,,,0,23-Mar-62,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkulumuzi,,
2065,11101892,1110,1892,11101892,EAST AFRICA CRUDE OIL PIPELINE,P.O.Box 23197 DAR ES SALAAM,patrick.eyraud@total.com,2.557E+11,,Tanga,Tanga,,chote,River,MKULUMUZI ,Construction,Other Categories,0.5,,,,,,chote,17-Jan-18,New,Water Use Permit,Active,7-Jan-18,1826.25,7-Jan-23,-769.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkulumuzi,zigi juu,
2066,11101893,1110,1893,11101893,EAST AFRICA CRUDE OIL PIPELINE,P.O.BOX 23197 DAR ES SALAAM,patrick.eyraud@total.com,2.557E+11,,Tanga,Tanga,,Mzizima/Mafuriko,River,MKULUMUZI ,Construction,Other Categories,0.5,,,,9402290,491137,Mzizima/Mafuriko,28-Jun-18,New,Water Use Permit,Active,7-Jan-18,1826.25,7-Jan-23,-769.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkulumuzi,zigi juu,
3506,435,1110,435,1110435,TANZANIA SISAL CORPORATION,,,,,Tanga,TANGA,,,River,MKULUMUZI ,INDUSTRIAL,INDUSTRIAL,0.88,,,,,,0,25-Jan-71,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,zigi,,
3384,3398,1110,3398,11103398,LUSHOTO WATER BOARD,"P.O.Box 26, Lushoto",,,,Tanga,LUSHOTO,,Gare,River,MKUSI ,DOMESTIC & IRRIGATION,Irrigation,1.23,,,,94707,4265,Gare,10-Jul-54,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3391,3412,1110,3412,11103412,J.R BRADSTOCK,"P.O.Box 277, Tanga",,,,Tanga,LUSHOTO,,Magamba farm,River,MKUSI ,DOMESTIC & IRRIGATION,Irrigation,0.03,,,,,,Magamba farm,22-May-51,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3395,3418,1110,3418,11103418,J. T A  PEARCE,"P.O.Box 754, Mbeya",,,,Tanga,LUSHOTO,,Magamba,River,MKUSI ,DOMESTIC & IRRIGATION,Irrigation,0.02,,,,94721,4390,Magamba,17-Sep-54,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3396,3420,1110,3420,11103420,THE MOHER PROVINCIAL KIFUNGILO MISSION,"P.O.Box 37, Lushoto",,,,Tanga,LUSHOTO,,Kifungilo,River,MKUSI ,DOMESTIC & IRRIGATION,Irrigation,6.25,,,,94728,4295,Kifungilo,19-Sep-53,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3406,3446,1110,3446,11103446,MR. AND MRS. L.J. HERRIDGE,"P.O.Box 278, Tanga",,,,Tanga,LUSHOTO,,Migambo,River,MKUSI ,ALL PURPOSE,Individual,0.02,,,,,,Migambo,24-Jun-52,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3407,3447,1110,3447,11103447,MRS J. A. MILLER,"P.O.Box 40, Lushoto",,,,Tanga,LUSHOTO,,Migambo,River,MKUSI ,ALL PURPOSE,Individual,0.32,,,,,,Migambo,21-Apr-46,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3408,3448,1110,3448,11103448,MRS. L. SEYMOUR,"P.O.Box 70, Lushoto",,,,Tanga,LUSHOTO,,"Mkusu Forest,Mkwibe",River,MKUSI ,ALL PURPOSE,Individual,0.63,,,,,,"Mkusu Forest,Mkwibe",24-Jun-52,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3409,3448,1110,3448,11103448,MESARS K' LANDS LIMITED,"P.O.Box 70, Lushoto",,,,Tanga,LUSHOTO,,"Mkusu Forest,Mkwibe",River,MKUSI ,HEP,Individual,0.63,,,,,,"Mkusu Forest,Mkwibe",1-Dec-72,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3410,3451,1110,3451,11103451,S.M. LITTLE,"P.O.Box 30034, Nairobi",,,,Tanga,LUSHOTO,,"Mkusu forest,Mkwibe",River,MKUSI ,ALL PURPOSE,ALL PURPOSE,0.16,,,,,,"Mkusu forest,Mkwibe",17-Sep-54,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3389,3406,1110,3406,11103406,D.K.S  GRANT,"P.O.Box 40, Lushoto",,,,Tanga,LUSHOTO,,Kwezinga - Mkuzi,River,MKUZI ,DOMESTIC & IRRIGATION,Irrigation,0.05,,,,94741,4264,Kwezinga - Mkuzi,22-May-51,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Luengera,,
3608,63,1110,63,111063,KILIWATER COMPANY LTD,,,,,Kilimanjaro,ROMBO,,,River,MLEMBEA ,DOMESTIC,DOMESTIC,5,,,,,,0,12-Jul-02,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
1639,11101531,1110,1531,11101531,M/KITI UMOA WA UMWAGILIAJI  MAJI MISOZWE,po box 80 muheza,,,,Tanga,Muheza,,misozwe,River,mluka ,Large Scale Irrigation,Irrigation,20,,,,,,misozwe,24-Feb-12,New,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,zigi,zigi juu,
1585,11101484,1110,1484,11101484,M/KITI MFEREJI WA MLEWI,P.O.BOX 1442 Moshi,,2.55715E+11,755236547,Kilimanjaro,Moshi,,Oleli ,River,Mnango,Small Scale Irrigation,Irrigation,15,,,,313796,9643987,Oleli ,9-Oct-19,New,Water Use Permit,Active,9-Oct-19,365.25,8-Oct-20,-1590.75,Expired,1110484,25-May-22,1826.25,25-May-27,829.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
3468,4046,1110,4046,11104046,DISTRICT DEVELOPMENT DIRECTOR,"P.O.Box 541, Korogwe",,,,Tanga,KOROGWE,,Mnyuzi W/S,River,MNYUSI ,DOMESTIC,DOMESTIC,0.54,,,,94243,4550,Mnyuzi W/S,30-May-77,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani kati,
1044,141007,1110,1007,11101007,MASATU IRRIGATION ASSOCIATION,,,,,Tanga,HANDENI,,,River,MNYUZI ,Small Scale Irrigation,Irrigation,400,,,,,,,20-Jan-11,New,Application,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Msangazi,,
3591,549,1110,549,1110549,TANZANIA SISAL AUTHORITY,"Box 277, Tanga",,,,Tanga,KOROGWE,,Mnyusi (Mvule) Est.,River,MNYUZI ,INDUSTRIAL,INDUSTRIAL,7.52,,,,94203,4559,Mnyusi (Mvule) Est.,15-Apr-91,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani kati,
74,140081,1110,81,11100081,M/KITI MFEREJI WA OURENI,Box 10359 Moshi,,2.55753E+11,,Kilimanjaro,MOSHI,,Shia,River,Mola,Small Scale Irrigation,Irrigation,15,,,,96348,3254,Shia,1-Nov-13,Water Right,Water Use Permit,Active,1-Nov-13,1826.25,1-Nov-18,-2297.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
990,140954,1110,954,11100954,MWENYEKITI MFEREJI WA KOMBERE,BOX 77 14 MOSHI,,787565025,,Kilimanjaro,Moshi,,NDAWI,River,MOLA,Small Scale Irrigation,Irrigation,10,,,,,,NDAWI,17-Aug-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
3472,4055,1110,4055,11104055,DISTRICT DEVELOPMENT DIRECTOR,c/o Area Commisioner's Office-Korogwe,,,,Tanga,KOROGWE,Mombo,Mombo,River,MOMBO ,DOMESTIC,DOMESTIC,0.26,,,,94619,4226,Mombo,1-Apr-76,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
3507,4413,1110,4413,11104413,DISTRICT DEVELOPMENT DIRECTOR,"P.O.Box 532, Korogwe",,,,Tanga,KOROGWE,,Mombo,River,MOMBO ,DOMESTIC & IRRIGATION,Irrigation,0.1,,,,94588,4196,Mombo,20-Jun-83,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani kati,
1069,141032,1110,1032,11101032,M/Kiti Mfereji wa Kisau,P.O.Box 50 Hai,,753896341,,Kilimanjaro,Hai,,Wari,River,Monga,Small Scale Irrigation,Irrigation,15,,,,,,Wari,12-May-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikafu,
486,11102792,1110,2792,11102792,LUSHOTO WATER SUPPLY AND SANITATION AUTHORITY ,,,255 272 660 114,,Tanga,Lushoto,,Mbahe,River,Monjo,Urban Water Utilities Class A,Community Water Supply ,1,,,,,,Mbahe,4-Mar-22,New,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Umba,Umba,
3117,11102792,1110,2792,11102792,LUSHOTO WATER SUPPLY AND SANITATION AUTHORITY ,,,255 272 660 114,,Tanga,Lushoto,,Mbahe,River,Monjo,Urban Water Utilities Class A,Community Water Supply ,1,,,,,,Mbahe,4-Mar-22,New,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Umba,Umba,
1039,141002,1110,1002,11101002,BELLA VIEW LODGE AND TOUR COMPANY LTD,"P.O. BOX 43, ROMBO",bellaviewlodge@yahoo.com,2.55787E+11,,Kilimanjaro,ROMBO,,IBUKONI,River,MOTALE ,Large Scale Industry,Industry and Business,3,,,,,,IBUKONI,28-Dec-10,New,Water Use Permit,Active,1-Jan-14,1826.25,1-Jan-19,-2236.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
3606,60,1110,60,111060,KILIWATER COMPANY LTD,"Box 244 Mkuu, Rombo",,,,Kilimanjaro,ROMBO,Kelemfua /Mokala,Mokala,River,MOTALE ,DOMESTIC,Company,6.7,,,,96478,3439,Mokala,12-Jul-02,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
1150,141111,1110,1111,11101111,M/KITI MFEREJI WA KIRA,po box 3032 moshi,,,,Kilimanjaro,MOSHI,Uru,Shimbe Juu,River,Mowo,Small Scale Irrigation,Irrigation,10,,,,,,Shimbe Juu,1-Jan-14,New,Water Use Permit,Active,1-Jan-14,1826.25,1-Jan-19,-2236.75,Expired,11101111,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
1754,11101631,1110,1631,11101631,Siha Kiyeyo RCS Ltd.,po box 25 sanya juu,info@africado.co.tz,2.55757E+11,,Kilimanjaro,HAI,,kifufu estate,River,Mrau,Small Scale Irrigation,Irrigation,2,,,,,,kifufu estate,7-Sep-16,New,Water Use Permit,Closed,7-Sep-16,1826.25,7-Sep-21,-1256.75,Expired,11101631,4-Aug-21,1826.25,4-Aug-26,535.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikafu,
54,11100055,1110,55,11100055,M/KITI KIJIJI CHA KORINI KUSINI,P.O.BOX 9528 Moshi,,,,Kilimanjaro,MOSHI,Mbokomu,Korini Kusini,River,Mrusunga,Small Scale Irrigation,Irrigation,56.64,,,,96355,3188,Korini Kusini,2-Oct-94,Water Right,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
226,140747,1110,747,11100747,M/KITI MFEREJI WA NNUSU,S.L.P 6701 MOSHI,,,,Kilimanjaro,Moshi,Uru Mashariki,URU,River,Mrusunga,Irrigation,Village,15,,,,96348,3184,URU,4-Sep-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Rau,
339,140109,1110,109,11100109,M/KITI KIJIJI CHA KORINI KUSINI,P.O.BOX 9528 Moshi,,,,Kilimanjaro,MOSHI,Uru Mashariki,Korini Kusini,River,Mrusunga,Irrigation,Village,200,,,,96344,3180,Korini Kusini,10-Mar-94,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
342,140112,1110,112,11100112,C/MAN MSAWARO FURROW,Box 9528 Moshi,,757536701,759628889,Kilimanjaro,MOSHI,Mbokomu,Korini Juu,River,Mrusunga,Small Scale Irrigation,Irrigation,50,,,,96379,3210,Korini Juu,16-Aug-13,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,himo,
398,140545,1110,545,11100545,M/KITI MFEREJI WA MATERU,P.O.BOX 930 MOSHI,,755654154,,Kilimanjaro,MOSHI,Uru Mashariki,Materuni,River,Mrusunga,Small Scale Irrigation,Irrigation,15,,,,96402,3235,Materuni,28-Oct-14,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
399,140546,1110,546,11100546,M/KITI MFEREJI WA MATERU NA TETE,P.O.BOX  930 MOSHI,,,,Kilimanjaro,MOSHI,Uru Mashariki,Materuni,River,Mrusunga,Small Scale Irrigation,Irrigation,15,,,,96405,3227,Materuni,28-Oct-14,Water Right,Water Use Permit,Active,27-Jul-22,1826.25,27-Jul-27,892.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
415,140733,1110,733,11100733,M/KITI MFEREJI WA MRAMBO,P.O.BOX 1076 Moshi,,,,Kilimanjaro,Moshi,Mbokomu,MBOKOMU,River,Mrusunga,Small Scale Irrigation,Irrigation,25,,,,96402,3235,MBOKOMU,21-Feb-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
806,140624,1110,624,11100624,M/KITI MFEREJI WA MACHOMBO,P.O.BOX 1716,,,,Kilimanjaro,Moshi,,MWASI,River,MRUSUNGA,CBWSO,Community Water Supply ,10,,,,,,MWASI,29-Sep-04,Water Right,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
1498,11101401,1110,1401,11101401,MADANGA AND JAIRA WATER USES ASSOCIATION,P.o. Box 62 Pangani,,2.55658E+11,,Tanga,PANGANI,,Madanga and Jaira,River,Mrusunga,CBWSO,Community Water Supply ,10,,,,,,Madanga and Jaira,10-Nov-13,New,Water Use Permit,Active,15-Dec-16,1826.25,15-Dec-21,-1157.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani chini,
1776,11101651,1110,1651,11101651,M/KITI MFEREJI WA TETE,P.O.Box 950 Moshi,,755654154,,Kilimanjaro,Moshi,,Uru Materuni,River,Mrusunga,Small Scale Irrigation,Irrigation,15,,,,,,Uru Materuni,31-Oct-16,New,Application,Closed,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
1499,141402,1110,1402,11101402,M/KITI MFEREJI WA MSALE,P.O.BOX 1076 Moshi,,754604148,755642430,Kilimanjaro,Moshi,,korini juu,River,Mrusunga ,Hortculture,Irrigation,10,,,,,,korini juu,8-Jan-17,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2312,2098,1110,2098,11102098,MANGI OF URU (H. L KISARIKA,"Box 3003, Moshi",,,,Kilimanjaro,MOSHI,,Lakirungu Hill,River,MRUSUNGA ,IRRIGATION,,20.83,,,,96396,3285,Lakirungu Hill,18-Jul-64,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2758,2472,1110,2472,11102472,KILIMANJARO DISTRICT COUNCIL,"Box 3003, Moshi",,,,Kilimanjaro,MOSHI,Mbokomu,Korini Kaskazini,River,MRUSUNGA ,DOMESTIC,Village,8.43,,,,96398,3221,Korini Kaskazini,7-Mar-68,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
3469,4047,1110,4047,11104047,THE DISTRICT DEVELOPMENT DIRECTOR,"P.O.Box 541, Korogwe",,,,Tanga,KOROGWE,Mazinde,Misufini,River,MSANGA ,DOMESTIC,DOMESTIC,0.61,,,,94701,4149,Misufini,26-Jun-71,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani kati,
2951,11102644,1110,2644,11102644,MFEREJI WA ASILI WA MIEMBENI,,,,,Kilimanjaro,Moshi,,Old Moshi,River,Msangachi,Large Scale Irrigation,Irrigation,20,,,,,,Old Moshi,10-Sep-21,New,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
1788,11101662,1110,1662,11101662,SASAMUA HOLDING LTD,P.O. BOX 40624 Dar es salaam,roryn@sasumua.com,2.55785E+11,,Tanga,HANDENI,,Kwamsisi Estate,River,MSANGAZI ,Large Scale Industry,Industry and Business,100,,,,9360109,458179,Kwamsisi Estate,11-Sep-16,New,Water Use Permit,Active,15-Dec-16,1826.25,15-Dec-21,-1157.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,msangazi,,
3168,11102836,1110,2836,11102836,CHINA RAILWAY AND BUREAU GROUP CO-OOPERATION,Kuansisi Constructior's Company,crcctanga952@gmail.com,255 767279125,,Tanga,Handeni,,Kwansisi,River,MSANGAZI ,Construction,Other Categories,0.5,,,,9360234.093,458668.025,Kwansisi,7-Oct-22,New,Water Use Permit,Active,26-Oct-22,1826.25,26-Oct-27,983.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Msangazi,,
3169,11102837,1110,2837,11102837,CHINA RAILWAY AND BUREAU GROUP CO-OOPERATION,Kwansisi Constructior's Company,crcctanga952@gmail.com,0767 279125,,Tanga,Handeni,,Mkaramo,River,MSANGAZI ,Construction,Other Categories,0.3,,,,,,Mkaramo,7-Oct-22,New,Water Use Permit,Active,27-Oct-22,1826.25,27-Oct-27,984.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Msangazi,,
3476,4091,1110,4091,11104091,DISTRICT DEVELOPMENT DIRECTOR,,,,,Tanga,HANDENI,,,River,MSANGAZI ,DOMESTIC & LIVESTOCK,DOMESTIC,2.024,,,,,,0,28-May-73,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,msangazi,,
419,140752,1110,752,11100752,M/KITI MFEREJI WA MIKITIHA,P.O.BOX 13 OLD MOSHI,,2.55784E+11,,Kilimanjaro,Moshi,Old Moshi East,MAHOMA,River,Msaranga,Small Scale Irrigation,Irrigation,15,,,,96359,3232,MAHOMA,23-Jul-11,Water Right,Water Use Permit,Active,7-Sep-16,1826.25,7-Sep-21,-1256.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
453,140901,1110,901,11100901,M/KITI MFEREJI MENYERI,BOX 13 0LD  MOSHI,,,,Kilimanjaro,Moshi,,MAHOMA-OLD MOSHI,River,MSARANGA,Small Scale Irrigation,Irrigation,10,,,,,,MAHOMA-OLD MOSHI,30-Jun-09,Water Right,Water Use Permit,Active,30-Jun-09,1826.25,30-Jun-14,-3882.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
774,140592,1110,592,11100592,M/KITI MFEREJI WA NGALACHU,P.O.BOX 13 OLD MOSHI,,,,Kilimanjaro,Moshi,,OLD MOSHI MASHARIKI,River,MSARANGA,Small Scale Irrigation,Irrigation,15,,,,,,OLD MOSHI MASHARIKI,1-Jul-07,Water Right,Water Use Permit,Active,7-Jan-07,1826.25,7-Jan-12,-4787.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
