id,region,district,source_type,source_name,water_use,water_use_category,water_use_fee,amount_abstracted,amount_requested,water_source_capacity,permit_history,permit_type,activity_status,permit_status,catchment
788,Kilimanjaro,Moshi,Spring,NJORONYA GOO,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Water Right,Active,Invalid,Ruvu
1805,Kilimanjaro,Moshi,Spring,MASILA ,Large Scale Irrigation,Irrigation,2392160,20,20,,New,Water Use Permit,Active,Invalid,Ruvu
1666,Kilimanjaro,Mwanga,River,Ruvu,Large Scale Irrigation,Irrigation,2392160,20,20,3201,New,Water Use Permit,Active,Invalid,Ruvu
672,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,2392160,20,20,429.8,Water Right,Water Use Permit,Active,Invalid,Ruvu
2951,Kilimanjaro,Moshi,River,Msangachi,Large Scale Irrigation,Irrigation,2392160,20,20,123,New,Water Use Permit,Active,Valid,Ruvu
1329,Kilimanjaro,Moshi,River,Msoo,Large Scale Irrigation,Irrigation,2392160,20,20,56,New,Water Use Permit,Active,Valid,Ruvu
1438,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,2392160,20,20,1340,New,Water Use Permit,Active,Valid,Ruvu
3026,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,2392160,20,20,1340,New,Water Use Permit,Active,Valid,Ruvu
3104,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,2392160,20,20,1340,New,Water Use Permit,Active,Valid,Ruvu
1562,Kilimanjaro,Hai,River,Weruweru,Large Scale Irrigation,Irrigation,2392160,20,20,3256,New,Water Use Permit,Active,Valid,Ruvu
823,Kilimanjaro,Moshi,Spring,Orawe,Large Scale Irrigation,Irrigation,2392160,20,20,,Water Right,Water Use Permit,Active,Valid,Ruvu
1639,Tanga,Muheza,River,Mluka ,Large Scale Irrigation,Irrigation,2392160,20,20,800,New,Water Use Permit,Active,Valid,Zigi
75,Arusha,Arusha,Spring,Burka,Large Scale Irrigation,Irrigation,2472892.16,20.64,20.64,345,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2591,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,2481722.24,20.71,20.71,50,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2312,Kilimanjaro,Moshi,River,Mrusunga,Large Scale Irrigation,Irrigation,2496859.52,20.83,20.83,,Water Right,Water Right,Inactive,Invalid,Ruvu
2743,Kilimanjaro,Same,River,Saseni,Large Scale Irrigation,Irrigation,2518304,21,21,,New,Water Use Permit,Active,Valid,Mkomazi
2221,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,2518304,21,21,21,New,Water Use Permit,Active,Valid,Ruvu
2024,Kilimanjaro,Hai,Spring,SOMSOM ,Large Scale Irrigation,Irrigation,2529656.96,21.09,21.09,,Water Right,Water Right,Active,Invalid,Kikuletwa
1998,Kilimanjaro,Hai,River,Weruweru,Large Scale Irrigation,Irrigation,2529656.96,21.09,21.09,3256,Water Right,Water Right,Active,Invalid,Ruvu
3334,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,2559931.52,21.33,21.33,84.7,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3310,Kilimanjaro,Moshi,River,UNA ,Large Scale Irrigation,Irrigation,2559931.52,21.33,21.33,,Water Right,Water Right,Active,Invalid,Ruvu
2042,Tanga,Korogwe,River,MKOMAZI ,Large Scale Irrigation,Irrigation,2593990.4,21.6,21.6,,Water Right,Water Right,Active,Invalid,Mkomazi
2347,Arusha,Arumeru,Spring,Usa,Large Scale Irrigation,Irrigation,2644448,22,22,322,New,Application,Active,Invalid,Kikuletwa
3329,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,2644448,22,22,82,Water Right,Water Right,Active,Invalid,Kikuletwa
2810,Arusha,Arusha,Spring,LEMARA,Large Scale Irrigation,Irrigation,2644448,22,22,34,New,Water Use Permit,Active,Valid,Kikuletwa
3358,Arusha,Arumeru,River,MAGDARISHO FURROW,Large Scale Irrigation,Irrigation,2694905.6,22.4,22.4,,Water Right,Water Right,Active,Invalid,Kikuletwa
2568,Kilimanjaro,Moshi,River,UCHIRA ,Large Scale Irrigation,Irrigation,2770592,23,23,,New,Application,Active,Invalid,Ruvu
3195,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,2770592,23,23,1340,New,Water Use Permit,Active,Invalid,Ruvu
1365,Arusha,Arusha,River,Nduruma,Large Scale Irrigation,Irrigation,2823572.48,23.42,23.42,49.35,Water Right,Water Right,Active,Invalid,Kikuletwa
520,Kilimanjaro,Same,Stream,Kamitango,Large Scale Irrigation,Irrigation,2862677.12,23.73,23.73,,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
255,Arusha,Arumeru,Spring,TEMBERE,Large Scale Irrigation,Irrigation,2896736,24,24,,Water Right,Water Right,Active,Invalid,Kikuletwa
2997,Kilimanjaro,Hai,River,Lawate,Large Scale Irrigation,Irrigation,3022880,25,25,321,New,Application,Active,Invalid,Kikuletwa
2988,Kilimanjaro,Hai,River,Sanya,Large Scale Irrigation,Irrigation,3022880,25,25,169,New,Application,Active,Invalid,Kikuletwa
750,Kilimanjaro,Hai,River,KILADEDA,Large Scale Irrigation,Irrigation,3022880,25,25,163,Water Right,Application,Active,Invalid,Kikuletwa
268,Kilimanjaro,Siha,Spring,Hehe,Large Scale Irrigation,Irrigation,3022880,25,25,,Water Right,Water Right,Active,Invalid,Kikuletwa
15,Arusha,Arumeru,River,Nambala,Large Scale Irrigation,Irrigation,3022880,25,25,,Water Right,Water Right,Active,Invalid,Kikuletwa
267,Kilimanjaro,Siha,River,Odishi,Large Scale Irrigation,Irrigation,3022880,25,25,,Water Right,Water Right,Active,Invalid,Kikuletwa
841,Manyara,Simanjiro,River,Pangani,Large Scale Irrigation,Irrigation,3022880,25,25,26000,Water Right,Water Right,Active,Invalid,Kikuletwa
3360,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,3022880,25,25,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
118,Kilimanjaro,Hai,Spring,KINAMIRI,Large Scale Irrigation,Irrigation,3022880,25,25,231,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
3098,Kilimanjaro,Hai,River,Namwe,Large Scale Irrigation,Irrigation,3022880,25,25,172,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
110,Kilimanjaro,Hai,Spring,Shiri,Large Scale Irrigation,Irrigation,3022880,25,25,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
2249,Arusha,Arusha,River,NGARE MOTONYI ,Large Scale Irrigation,Irrigation,3022880,25,25,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1306,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,3022880,25,25,48,New,Water Use Permit,Active,Valid,Kikuletwa
912,Kilimanjaro,Hai,River,Makoa,Large Scale Irrigation,Irrigation,3022880,25,25,76.3,Water Right,Water Use Permit,Active,Valid,Kikuletwa
709,Kilimanjaro,Hai,Spring,Njoro,Large Scale Irrigation,Irrigation,3022880,25,25,231,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1019,Tanga,Korogwe,River,Lwengera,Large Scale Irrigation,Irrigation,3022880,25,25,321,New,Application,Active,Invalid,Luengera
2746,Kilimanjaro,Same,River,Chafue,Large Scale Irrigation,Irrigation,3022880,25,25,,New,Water Use Permit,Active,Valid,Mkomazi
2749,Kilimanjaro,Same,River,Chafue,Large Scale Irrigation,Irrigation,3022880,25,25,,New,Water Use Permit,Active,Valid,Mkomazi
1080,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,3022880,25,25,26000,New,Application,Active,Invalid,Pangani Mainstream
1188,Manyara,Simanjiro,River,Pangani,Large Scale Irrigation,Irrigation,3022880,25,25,26000,New,Application,Active,Invalid,Pangani Mainstream
881,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,3022880,25,25,26000,Water Right,Application,Active,Invalid,Pangani Mainstream
605,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,3022880,25,25,26000,Water Right,Water Use Permit,Active,Invalid,Pangani Mainstream
1335,Kilimanjaro,Moshi,River,KICHAO ,Large Scale Irrigation,Irrigation,3022880,25,25,,New,Application,Active,Invalid,Ruvu
525,Kilimanjaro,Moshi,River,Himo-Whona,Large Scale Irrigation,Irrigation,3022880,25,25,133,Water Right,Water Right,Active,Invalid,Ruvu
415,Kilimanjaro,Moshi,River,Mrusunga,Large Scale Irrigation,Irrigation,3022880,25,25,119,Water Right,Water Right,Active,Invalid,Ruvu
3291,Kilimanjaro,Moshi,River,Mue,Large Scale Irrigation,Irrigation,3022880,25,25,68.68,Water Right,Water Right,Active,Invalid,Ruvu
842,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,3022880,25,25,1200,Water Right,Water Right,Active,Invalid,Ruvu
832,Kilimanjaro,Moshi,River,Rau/Msaranga,Large Scale Irrigation,Irrigation,3022880,25,25,1200,Water Right,Water Right,Active,Invalid,Ruvu
443,Kilimanjaro,Moshi,Borehole,BH,Large Scale Irrigation,Irrigation,3022880,25,25,25,Water Right,Water Right,Inactive,Invalid,Ruvu
2130,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,3022880,25,25,25,New,Water Use Permit,Active,Valid,Ruvu
3183,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,3022880,25,25,1340,New,Water Use Permit,Active,Valid,Ruvu
1451,Tanga,Lushoto,River,KISHEWA ,Large Scale Irrigation,Irrigation,3022880,25,25,421,New,Water Use Permit,Active,Valid,Umba
22,Arusha,Arumeru,River,Nduruma,Large Scale Irrigation,Irrigation,3149024,26,26,50,Water Right,Water Right,Active,Invalid,Kikuletwa
801,Arusha,Arumeru,Spring,Chuumba,Large Scale Irrigation,Irrigation,3149024,26,26,122,Water Right,Water Use Permit,Active,Valid,Kikuletwa
170,Arusha,Arumeru,Spring,Ngoimari,Large Scale Irrigation,Irrigation,3149024,26,26,143,Water Right,Water Use Permit,Active,Valid,Kikuletwa
951,Arusha,Arumeru,Spring,NGOLOLO,Large Scale Irrigation,Irrigation,3401312,28,28,,Water Right,Water Right,Active,Invalid,Kikuletwa
420,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,3401312,28,28,28,Water Right,Water Use Permit,Active,Valid,Ruvu
2778,Kilimanjaro,Moshi,River,Wona,Large Scale Irrigation,Irrigation,3401312,28,28,250,Water Right,Water Use Permit,Active,Valid,Ruvu
3480,Kilimanjaro,Hai,River,Namwi,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,126.6,Water Right,Water Right,Active,Invalid,Kikuletwa
3628,Kilimanjaro,Hai,River,Weruweru,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
3531,Kilimanjaro,Moshi,River,UMBE ,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1441,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,3256,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1057,Kilimanjaro,Moshi,River,GOMBERI ,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,,Water Right,Water Right,Active,Invalid,Ruvu
1426,Kilimanjaro,Moshi,River,Msoo,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,56,Water Right,Water Right,Active,Invalid,Ruvu
2771,Kilimanjaro,Moshi,Spring,KENGELO ,Large Scale Irrigation,Irrigation,3417710.72,28.13,28.13,45.4,Water Right,Water Right,Inactive,Invalid,Ruvu
2416,Arusha,Arumeru,River,Makumira ,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,,Water Right,Water Right,Active,Invalid,Kikuletwa
3427,Arusha,Arusha,River,Malala,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,81.5,Water Right,Water Right,Active,Invalid,Kikuletwa
3368,Arusha,Arusha,River,MANYERE ,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,,Water Right,Water Right,Active,Invalid,Kikuletwa
1982,Arusha,Arusha,Spring,MASAWA ,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,,Water Right,Water Right,Active,Invalid,Kikuletwa
3533,Arusha,Arumeru,River,Tengeru,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,169.45,Water Right,Water Right,Active,Invalid,Kikuletwa
3279,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,5200,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1955,Arusha,Arusha,River,NDURUMANGA ,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,121,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1206,Arusha,Arumeru,River,Usa,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,287,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1207,Arusha,Arumeru,River,Usa,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,298,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3631,Arusha,Arusha,River,Usa,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,322,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3285,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,3256,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2614,Tanga,Muheza,Stream,WET SEASON STREAM,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,,Water Right,Water Right,Inactive,Invalid,Mkulumuzi
2158,Tanga,Korogwe,River,HEWGANGA ,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1678,Kilimanjaro,Moshi,River,Karanga,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,5200,Water Right,Water Right,Inactive,Invalid,Ruvu
1682,Kilimanjaro,Moshi,River,Msoo,Large Scale Irrigation,Irrigation,3441678.08,28.32,28.32,56,Water Right,Water Right,Inactive,Invalid,Ruvu
3311,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,429.8,Water Right,Water Right,Active,Invalid,Kikuletwa
3365,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,429.8,Water Right,Water Right,Active,Invalid,Kikuletwa
3364,Kilimanjaro,Moshi,River,Weruweru,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
279,Arusha,Arusha,River,Ngaresero,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3120,Arusha,Arusha,River,Ngaresero,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3378,Kilimanjaro,Moshi,River,Umbwe,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,429.8,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1760,Kilimanjaro,Moshi,River,GOMBERI ,Large Scale Irrigation,Irrigation,3456815.36,28.44,28.44,,New,Water Use Permit,Active,Invalid,Ruvu
856,Arusha,Arumeru,Spring,Kiyasi,Large Scale Irrigation,Irrigation,3464384,28.5,28.5,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1280,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,3519887.36,28.94,28.94,28.94,New,Application,Active,Invalid,Ruvu
1281,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,3519887.36,28.94,28.94,28.94,New,Application,Active,Invalid,Ruvu
1221,Tanga,Lushoto,River,UMBA/MLINGA ,Large Scale Irrigation,Irrigation,3519887.36,28.94,28.94,,New,Application,Active,Invalid,Umba
1525,Tanga,Lushoto,River,Zimbili,Large Scale Irrigation,Irrigation,3532501.76,29.04,29.04,,Water Right,Water Right,Inactive,Invalid,Umba
1370,Tanga,Lushoto,River,MWINE ,Large Scale Irrigation,Irrigation,3565299.2,29.3,29.3,,Water Right,Water Right,Active,Invalid,Umba
1162,Kilimanjaro,Siha,Spring,Lawate,Large Scale Irrigation,Irrigation,3653600,30,30,321,New,Application,Active,Invalid,Kikuletwa
2349,Arusha,Arumeru,Spring,Usa,Large Scale Irrigation,Irrigation,3653600,30,30,322,New,Application,Active,Invalid,Kikuletwa
1118,Kilimanjaro,Hai,River,Weruweru,Large Scale Irrigation,Irrigation,3653600,30,30,3256,New,Application,Active,Invalid,Kikuletwa
81,Arusha,Arumeru,River,Malala,Large Scale Irrigation,Irrigation,3653600,30,30,105,Water Right,Application,Active,Invalid,Kikuletwa
100,Kilimanjaro,Hai,Spring,Kiladeda,Large Scale Irrigation,Irrigation,3653600,30,30,153,Water Right,Water Right,Active,Invalid,Kikuletwa
708,Kilimanjaro,Hai,Spring,Shiri,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Right,Active,Invalid,Kikuletwa
690,Kilimanjaro,Hai,Spring,Shiri,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Right,Active,Invalid,Kikuletwa
710,Kilimanjaro,Hai,Spring,Shiri,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Right,Active,Invalid,Kikuletwa
1920,Tanga,Pangani,River,Usa,Large Scale Irrigation,Irrigation,3653600,30,30,287,New,Water Use Permit,Active,Invalid,Kikuletwa
863,Kilimanjaro,Hai,Spring,Mowe,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
766,Kilimanjaro,Hai,River,Uwau,Large Scale Irrigation,Irrigation,3653600,30,30,243,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
867,Kilimanjaro,Hai,Spring,Uwau,Large Scale Irrigation,Irrigation,3653600,30,30,45,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
55,Kilimanjaro,Moshi,River,Himo,Large Scale Irrigation,Irrigation,3653600,30,30,26000,Water Right,Water Right,Inactive,Invalid,Kikuletwa
542,Kilimanjaro,Hai,River,Marire,Large Scale Irrigation,Irrigation,3653600,30,30,298,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3015,Kilimanjaro,Hai,River,Kware,Large Scale Irrigation,Irrigation,3653600,30,30,79,New,Water Use Permit,Active,Valid,Kikuletwa
1041,Kilimanjaro,Hai,River,Semira,Large Scale Irrigation,Irrigation,3653600,30,30,234,New,Water Use Permit,Active,Valid,Kikuletwa
103,Kilimanjaro,Hai,Spring,Kiladeda,Large Scale Irrigation,Irrigation,3653600,30,30,153,Water Right,Water Use Permit,Active,Valid,Kikuletwa
681,Kilimanjaro,Moshi,Spring,Njoro ya Kisiwani,Large Scale Irrigation,Irrigation,3653600,30,30,98,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1879,Kilimanjaro,Same,River,Yongoma,Large Scale Irrigation,Irrigation,3653600,30,30,789,New,Application,Active,Invalid,Mkomazi
2750,Kilimanjaro,Same,River,Chafue,Large Scale Irrigation,Irrigation,3653600,30,30,,New,Water Use Permit,Active,Valid,Mkomazi
1186,Manyara,Simanjiro,River,Pangani,Large Scale Irrigation,Irrigation,3653600,30,30,26000,New,Application,Active,Invalid,Pangani Mainstream
631,Kilimanjaro,Mwanga,River,KIRURUMO,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1008,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,3653600,30,30,26000,Water Right,Water Right,Active,Invalid,Pangani Mainstream
736,Tanga,Korogwe,River,Hwazi stream,Large Scale Irrigation,Irrigation,3653600,30,30,79,Water Right,Application,Inactive,Invalid,Pangani Mainstream
618,Tanga,Korogwe,River,Pangani,Large Scale Irrigation,Irrigation,3653600,30,30,19820,Water Right,Water Use Permit,Active,Valid,Pangani Mainstream
1058,Kilimanjaro,Siha,Spring,LABO ,Large Scale Irrigation,Irrigation,3653600,30,30,,New,Application,Active,Invalid,Ruvu
444,Kilimanjaro,Moshi,Borehole,BH,Large Scale Irrigation,Irrigation,3653600,30,30,30,Water Right,Water Right,Active,Invalid,Ruvu
643,Kilimanjaro,Moshi,Spring,Mware,Large Scale Irrigation,Irrigation,3653600,30,30,,Water Right,Water Right,Active,Invalid,Ruvu
814,Kilimanjaro,Moshi,River,Rau,Large Scale Irrigation,Irrigation,3653600,30,30,1200,Water Right,Water Right,Active,Invalid,Ruvu
1820,Kilimanjaro,Moshi,River,Himo,Large Scale Irrigation,Irrigation,3653600,30,30,26000,New,Water Use Permit,Active,Invalid,Ruvu
1448,Kilimanjaro,Moshi,River,Mue,Large Scale Irrigation,Irrigation,3653600,30,30,74.89,New,Water Use Permit,Active,Invalid,Ruvu
424,Kilimanjaro,Hai,River,Kikafu,Large Scale Irrigation,Irrigation,3653600,30,30,1235,Water Right,Water Use Permit,Active,Invalid,Ruvu
454,Kilimanjaro,Moshi,River,Mue,Large Scale Irrigation,Irrigation,3653600,30,30,69.8,Water Right,Water Use Permit,Active,Valid,Ruvu
3519,Kilimanjaro,Same,River,Pangani,Large Scale Irrigation,Irrigation,3666214.4,30.1,30.1,19000,Water Right,Water Right,Active,Invalid,Kikuletwa
107,Arusha,Arumeru,River,Usa,Large Scale Irrigation,Irrigation,3686397.44,30.26,30.26,450,Water Right,Water Use Permit,Active,Valid,Kikuletwa
17,Arusha,Arumeru,River,Tengeru,Large Scale Irrigation,Irrigation,3905888,32,32,154,Water Right,Water Use Permit,Active,Valid,Kikuletwa
298,Tanga,Korogwe,River,Pangani,Large Scale Irrigation,Irrigation,4032032,33,33,19820,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
421,Kilimanjaro,Moshi,Borehole,Borehole,Large Scale Irrigation,Irrigation,4032032,33,33,33,Water Right,Water Use Permit,Active,Valid,Ruvu
2197,Arusha,Arusha,River,Usa,Large Scale Irrigation,Irrigation,4155653.12,33.98,33.98,255,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3373,Arusha,Arumeru,River,MAJI YA CHAI ,Large Scale Irrigation,Irrigation,4174574.72,34.13,34.13,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3473,Kilimanjaro,Moshi,Spring,MASILA ,Large Scale Irrigation,Irrigation,4183404.8,34.2,34.2,,Water Right,Water Right,Active,Invalid,Kikuletwa
1769,Kilimanjaro,Siha,Spring,Labo,Large Scale Irrigation,Irrigation,4284320,35,35,40,New,Application,Active,Invalid,Kikuletwa
1751,Kilimanjaro,Siha,River,GARARAGUA ,Large Scale Irrigation,Irrigation,4284320,35,35,94,New,Water Use Permit,Active,Invalid,Kikuletwa
529,Kilimanjaro,Hai,River,Kikafu-Nfungo Mkuu,Large Scale Irrigation,Irrigation,4284320,35,35,1235,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2740,Kilimanjaro,Same,River,Saseni,Large Scale Irrigation,Irrigation,4284320,35,35,,New,Water Use Permit,Active,Valid,Mkomazi
